time,open,high,low,close,volume
1,9033.51953125,9148.5,9031.0703125,9126.23046875,2427320000
1,9256.9404296875,9352.9599609375,9224.8603515625,9334.0595703125,2447340000
1,9441.33984375,9442.75,9311.8798828125,9367.48046875,2470240000
1,9395.6904296875,9448.7197265625,9357.8603515625,9445.919921875,2313860000
1,9397.76953125,9453.240234375,9376.91015625,9401.099609375,2243720000
1,9373.2001953125,9517.740234375,9373.2001953125,9516.83984375,2187520000
1,9567.8095703125,9600.0498046875,9493.6298828125,9517.8603515625,2450070000
1,9569.8203125,9615.91015625,9552.0302734375,9613.2001953125,2366510000
1,9540.669921875,9636.41015625,9532.740234375,9595.7001953125,2254870000
1,9613.8798828125,9634.75,9583.080078125,9623.580078125,2226720000
1,9567.2802734375,9647.7197265625,9567.2802734375,9629.7998046875,2279420000
1,9683.9404296875,9736.5703125,9676.0703125,9718.73046875,2470860000
1,9696.66015625,9714.23046875,9513.23046875,9627.830078125,2745730000
1,9582.5400390625,9594.0,9406.3798828125,9446.6904296875,2750160000
1,9055.2998046875,9194.91015625,9028.8701171875,9079.6298828125,3188590000
1,9167.330078125,9183.7802734375,8807.1103515625,8834.8701171875,3595520000
1,8883.009765625,9032.8798828125,8813.919921875,8873.759765625,3587950000
1,8632.5400390625,8786.6796875,8430.5302734375,8436.669921875,4559900000
1,8133.85009765625,8490.4697265625,8133.85009765625,8461.830078125,5320020000
1,8569.91015625,8879.3896484375,8446.5,8877.98046875,4249020000
1,8892.6796875,9000.4599609375,8516.580078125,8594.490234375,4336700000
1,8745.6396484375,8952.1103515625,8669.759765625,8949.2802734375,3634760000
1,8713.1904296875,8864.1904296875,8613.91015625,8671.66015625,3763860000
1,8395.9501953125,8571.8798828125,8319.900390625,8530.33984375,4292730000
1,7912.14013671875,8241.76953125,7912.14013671875,7948.02978515625,4554110000
1,8213.9697265625,8376.4404296875,7942.1298828125,8372.26953125,4447260000
1,8166.259765625,8224.73046875,7900.990234375,8006.1201171875,4302610000
1,7452.759765625,7808.31005859375,7255.6201171875,7263.64990234375,5099350000
1,7683.0400390625,7998.509765625,7301.8798828125,7995.259765625,4701070000
1,7502.259765625,7563.4501953125,6993.60986328125,7020.3798828125,4618120000
1,7198.52978515625,7550.1298828125,6959.14990234375,7473.9501953125,4920210000
1,7023.85986328125,7336.8798828125,6837.52978515625,7175.18017578125,4935000000
1,7190.2099609375,7514.14013671875,7037.47021484375,7288.52001953125,4778490000
1,7391.22021484375,7487.830078125,6969.77001953125,6994.2900390625,5260300000
1,6952.7099609375,7145.2900390625,6771.91015625,7006.919921875,4348410000
1,7349.0,7555.91015625,7304.39013671875,7553.830078125,4441080000
1,7543.9599609375,7777.60986328125,7390.41015625,7469.6201171875,4683630000
1,7549.830078125,7913.10986328125,7549.830078125,7897.1298828125,4014670000
1,7657.43994140625,7817.740234375,7580.22021484375,7588.3701171875,3989120000
1,7678.830078125,7902.08984375,7651.43017578125,7889.009765625,3870770000
1,7855.740234375,8011.60009765625,7765.4599609375,7813.5,4078960000
1,7582.77978515625,7701.68017578125,7423.97021484375,7486.2900390625,3700040000
1,7445.8798828125,7641.8701171875,7432.27978515625,7635.66015625,3622170000
1,7631.56982421875,7673.490234375,7439.77978515625,7528.10986328125,3294260000
1,7819.06005859375,8110.66015625,7763.08984375,8081.66015625,3849130000
1,8287.48046875,8305.58984375,8043.06982421875,8049.31005859375,4085960000
1,8134.2998046875,8254.41015625,8058.41015625,8229.5400390625,3487440000
1,8284.3095703125,8334.23046875,8167.93017578125,8238.5302734375,4145460000
1,8209.6796875,8338.150390625,8158.580078125,8332.740234375,3184660000
1,8489.26953125,8708.5498046875,8470.740234375,8692.16015625,3767410000
1,8548.4697265625,8666.240234375,8500.5595703125,8591.9599609375,3347920000
1,8689.08984375,8793.349609375,8605.509765625,8757.830078125,4057800000
1,8876.66015625,8879.240234375,8704.3798828125,8832.41015625,4348310000
1,8742.5400390625,8855.1796875,8725.330078125,8726.509765625,3827370000
1,8639.740234375,8663.08984375,8359.83984375,8403.0,3788180000
1,8575.5703125,8708.48046875,8550.6103515625,8664.6396484375,3041520000
1,8693.73046875,8796.490234375,8624.6298828125,8641.5,3759890000
1,8666.5703125,8791.3603515625,8599.990234375,8786.599609375,3696020000
1,8865.580078125,8887.6201171875,8803.8896484375,8837.66015625,3694980000
1,8913.2802734375,8918.3798828125,8668.669921875,8677.599609375,3730350000
1,8871.0400390625,9025.8203125,8832.0,8982.759765625,4407140000
1,9005.240234375,9023.0302734375,8920.419921875,9000.509765625,4335660000
1,8791.8798828125,8887.580078125,8688.580078125,8718.1796875,3741300000
1,8683.9404296875,8840.330078125,8665.400390625,8834.1103515625,3443140000
1,8922.3896484375,9031.0,8900.5703125,8930.6201171875,3933550000
1,8997.01953125,9065.580078125,8950.8896484375,8984.8603515625,3656750000
1,9104.669921875,9136.1796875,9045.23046875,9101.8798828125,3787220000
1,9165.7001953125,9224.490234375,9126.9697265625,9220.349609375,3813630000
1,9155.2099609375,9346.26953125,9155.2099609375,9298.919921875,3925450000
1,9326.0595703125,9354.4501953125,9109.08984375,9112.4501953125,4336510000
1,9123.6904296875,9209.490234375,8890.16015625,9000.080078125,4273210000
1,8946.4501953125,9097.75,8860.76953125,9094.419921875,3965970000
1,8976.2900390625,9157.4599609375,8958.080078125,9152.6396484375,4240690000
1,9281.3603515625,9367.5400390625,9248.7802734375,9331.9296875,4341820000
1,9326.2802734375,9422.900390625,9296.25,9298.5400390625,4193550000
1,9415.25,9498.2802734375,9412.830078125,9485.01953125,4315500000
1,9487.6298828125,9515.0498046875,9361.830078125,9377.990234375,3745270000
1,9363.669921875,9421.9296875,9325.0703125,9413.990234375,3668070000
1,9570.5302734375,9570.5302734375,9379.900390625,9389.98046875,4448950000
1,9366.6298828125,9445.0595703125,9182.4501953125,9442.0498046875,4489110000
1,9404.830078125,9568.8896484375,9391.83984375,9416.7099609375,4113660000
1,9440.6396484375,9573.5498046875,9379.9296875,9555.5302734375,4742290000
1,9526.4296875,9609.3798828125,9515.33984375,9598.8896484375,3847770000
1,9603.1796875,9660.080078125,9511.8798828125,9657.3095703125,3990080000
1,9689.7197265625,9729.6904296875,9648.9296875,9704.6904296875,4679030000
1,9672.169921875,9741.9697265625,9577.7099609375,9629.66015625,6141320000
1,9673.08984375,9846.6298828125,9659.4501953125,9824.3896484375,6607730000
1,9805.6904296875,9904.51953125,9753.8701171875,9901.51953125,6197330000
1,9861.1796875,10006.900390625,9859.0,9967.169921875,5319450000
1,10037.98046875,10155.2001953125,10022.4404296875,10094.259765625,5170860000
1,9907.5595703125,9978.1904296875,9586.25,9588.48046875,5300850000
1,9785.580078125,9849.009765625,9499.08984375,9663.7802734375,4388990000
1,9517.1396484375,9809.41015625,9489.580078125,9776.8896484375,4476010000
1,9983.650390625,10010.8896484375,9801.4501953125,9949.3701171875,4669320000
1,9998.8603515625,10058.650390625,9952.5,9982.48046875,4279700000
1,9972.349609375,10018.5595703125,9942.1103515625,10012.0498046875,4335320000
1,10104.6298828125,10121.669921875,9937.8095703125,10008.6396484375,6093830000
1,10009.0,10134.6396484375,9989.490234375,10130.330078125,4506960000
1,10192.419921875,10306.900390625,10172.0703125,10209.8203125,5755170000
1,10183.76953125,10232.419921875,9943.240234375,10002.7001953125,5589130000
1,10003.5,10110.2900390625,9901.2099609375,10101.830078125,4779640000
1,10087.080078125,10093.98046875,9837.740234375,9849.3603515625,7309380000
1,9850.5498046875,9965.080078125,9742.8896484375,9961.16015625,4336290000
1,9970.2099609375,10185.349609375,9956.830078125,10156.849609375,4510190000
1,10160.41015625,10321.76953125,10142.75,10279.25,4624430000
1,10386.3798828125,10432.5498046875,10328.7802734375,10341.8896484375,4038920000
1,10487.7001953125,10625.099609375,10485.8203125,10604.0595703125,4570260000
1,10595.9404296875,10704.9296875,10516.6298828125,10524.009765625,4337130000
1,10594.41015625,10669.1298828125,10528.8203125,10666.7001953125,4030210000
1,10745.8701171875,10785.9599609375,10574.9697265625,10754.58984375,4013180000
1,10751.76953125,10842.7802734375,10639.48046875,10836.330078125,3537510000
1,10951.5400390625,11069.259765625,10574.5595703125,10602.2099609375,4851880000
1,10502.849609375,10701.8798828125,10370.7900390625,10689.51953125,4461770000
1,10752.1103515625,10780.400390625,10570.9599609375,10701.6796875,4647070000
1,10589.8603515625,10658.900390625,10495.08984375,10626.4599609375,4277760000
1,10651.599609375,10680.7001953125,10558.7802734375,10645.2197265625,4361480000
1,10672.9599609375,10971.51953125,10621.900390625,10952.080078125,4314630000
1,11015.5400390625,11017.4296875,10800.8701171875,10833.0703125,5350750000
1,10850.919921875,10910.240234375,10776.240234375,10870.75,4128960000
1,10853.16015625,10885.3798828125,10531.2197265625,10580.58984375,4501540000
1,10389.5400390625,10543.419921875,10313.9404296875,10483.1298828125,4233390000
1,10547.1103515625,10689.5498046875,10527.6396484375,10674.3798828125,4244570000
1,10644.33984375,10662.1904296875,10527.4296875,10532.5,3894660000
1,10602.400390625,10694.8798828125,10587.2001953125,10662.98046875,4009640000
1,10578.6298828125,10737.0302734375,10531.7900390625,10715.509765625,4185810000
1,10886.3603515625,10908.33984375,10707.400390625,10905.8798828125,4438730000
1,11018.01953125,11085.5,10997.669921875,11055.080078125,4203890000
1,11048.5,11097.849609375,11002.5498046875,11096.5400390625,4016520000
1,11107.240234375,11141.6904296875,11077.7001953125,11125.4404296875,4160740000
1,11116.490234375,11282.240234375,11090.5,11267.080078125,4120000000
1,11235.240234375,11276.2998046875,11044.599609375,11139.3896484375,4263930000
1,11153.509765625,11159.3798828125,10941.8701171875,11085.169921875,4048420000
1,11039.6796875,11090.919921875,10855.0595703125,10876.080078125,4331770000
1,10972.0703125,11190.259765625,10970.8701171875,11157.7197265625,3745230000
1,11174.6396484375,11271.2197265625,11139.6396484375,11178.3701171875,3480470000
1,11187.8203125,11213.26953125,11106.9296875,11164.4501953125,3514260000
1,11231.9697265625,11306.4697265625,11228.1396484375,11288.5703125,3214870000
1,11339.759765625,11421.099609375,11279.080078125,11399.0302734375,3228590000
1,11397.23046875,11440.2197265625,11303.400390625,11318.6396484375,3496480000
1,11277.0498046875,11497.1796875,11268.4599609375,11477.0498046875,4215130000
1,11476.849609375,11574.7900390625,11461.5302734375,11555.16015625,3929290000
1,11703.33984375,11728.08984375,11535.5498046875,11626.169921875,3907310000
1,11610.580078125,11723.9501953125,11580.8896484375,11721.8095703125,3475280000
1,11779.349609375,11979.650390625,11768.0,11971.9404296875,3471520000
1,11997.8896484375,12047.990234375,11842.83984375,11926.16015625,3547400000
1,11992.6796875,12018.1396484375,11928.6904296875,11995.849609375,3012980000
1,12017.4599609375,12167.4599609375,12000.1103515625,12110.7001953125,3612050000
1,12203.3603515625,12300.4404296875,12132.7802734375,12292.8603515625,3511060000
1,12417.4501953125,12439.48046875,12176.1796875,12420.5400390625,3982360000
1,12195.75,12235.0,11662.1103515625,11771.3701171875,4465010000
1,11686.240234375,11846.1796875,11145.990234375,11622.1298828125,4284440000
1,11143.91015625,11400.4599609375,11055.16015625,11068.259765625,3905420000
1,11308.25,11480.3701171875,11197.1298828125,11395.849609375,3550660000
1,11501.4296875,11566.33984375,11095.9404296875,11154.1201171875,3840010000
1,11251.1904296875,11280.41015625,10945.2197265625,11087.400390625,3630250000
1,11250.7998046875,11363.25,11192.8203125,11277.759765625,3737610000
1,11432.9404296875,11495.400390625,11367.2001953125,11438.8701171875,3786110000
1,11467.900390625,11486.08984375,11242.9599609375,11247.599609375,3678020000
1,10965.740234375,11160.0400390625,10936.7998046875,11080.9501953125,3740110000
1,11147.7998046875,11153.9697265625,10769.400390625,10936.98046875,5759090000
1,10768.009765625,10984.759765625,10677.849609375,10980.2197265625,3900970000
1,11082.08984375,11207.080078125,10943.259765625,11186.3701171875,3515440000
1,11167.2197265625,11179.58984375,10806.0498046875,10833.330078125,4097320000
1,10746.349609375,11026.4296875,10728.41015625,10896.4697265625,4086360000
1,10910.5,11177.73046875,10851.6796875,11151.1298828125,3785270000
1,11332.3203125,11369.400390625,11243.240234375,11364.4501953125,3591740000
1,11354.7001953125,11396.2197265625,11305.7900390625,11322.9501953125,3389040000
1,11328.5498046875,11535.009765625,11328.5498046875,11418.0595703125,4260630000
1,11554.9599609375,11606.73046875,11488.599609375,11583.2001953125,4005900000
1,11328.849609375,11479.080078125,11225.169921875,11255.6904296875,3731510000
1,11345.240234375,11512.0595703125,11336.0703125,11509.0595703125,3623920000
1,11476.6796875,11536.419921875,11256.259765625,11291.26953125,4390960000
1,11412.650390625,11519.5498046875,11382.48046875,11503.1904296875,3910770000
1,11576.4404296875,11582.7802734375,11510.240234375,11550.9404296875,3507570000
1,11615.5703125,11727.599609375,11600.8603515625,11725.849609375,3504230000
1,11900.1201171875,12204.75,11880.23046875,12088.1103515625,3885030000
1,12131.0703125,12187.7802734375,12032.75,12083.169921875,3634130000
1,12105.099609375,12159.2099609375,11913.5703125,11985.3603515625,3410410000
1,11767.26953125,11928.6298828125,11765.490234375,11898.5703125,3325270000
1,11952.1201171875,12034.1298828125,11824.1396484375,11852.169921875,3166980000
1,11913.009765625,11962.4697265625,11606.48046875,11634.349609375,3477410000
1,11679.080078125,11801.400390625,11613.759765625,11677.83984375,3510040000
1,11686.1904296875,11789.4599609375,11646.48046875,11665.3701171875,3467310000
1,11712.6396484375,11739.2197265625,11529.73046875,11662.91015625,3434040000
1,11680.73046875,11693.009765625,11569.08984375,11692.5703125,3145570000
1,11584.169921875,11708.080078125,11360.73046875,11504.51953125,3205100000
1,11560.8603515625,11633.490234375,11503.099609375,11598.9501953125,3104770000
1,11400.48046875,11426.099609375,11136.099609375,11142.759765625,3930690000
1,11214.330078125,11467.3701171875,11187.080078125,11350.740234375,3244190000
1,11265.7001953125,11293.759765625,10960.01953125,11052.9501953125,3671600000
1,11152.48046875,11222.51953125,10957.1103515625,11084.759765625,3209000000
1,11155.849609375,11356.080078125,11115.5498046875,11279.91015625,3216580000
1,11627.759765625,11846.4599609375,11564.91015625,11777.01953125,3620760000
1,12021.76953125,12117.0400390625,11977.0703125,12078.0703125,3848160000
1,12044.2900390625,12116.91015625,11895.5,12091.349609375,4183220000
1,12194.7099609375,12268.66015625,11818.240234375,11830.3896484375,5863900000
1,11704.4599609375,11761.9501953125,11512.4599609375,11624.2900390625,4736560000
1,11734.8095703125,11904.1298828125,11714.3203125,11892.9296875,3854680000
1,11924.150390625,11976.8896484375,11786.08984375,11827.1396484375,3886670000
1,11910.6201171875,11957.08984375,11808.9501953125,11937.83984375,3654230000
1,11925.3603515625,12035.5,11891.849609375,12013.3798828125,4172570000
1,12030.26953125,12047.1298828125,11964.2001953125,11977.490234375,4145030000
1,11963.3603515625,12027.150390625,11892.5400390625,11894.7099609375,4731420000
1,11863.1201171875,12000.2900390625,11842.66015625,11985.4296875,5385190000
1,11976.0,12017.419921875,11903.5703125,11906.4404296875,5350970000
1,11959.8896484375,12001.830078125,11817.5302734375,11905.9404296875,5473250000
1,11952.7001953125,12094.16015625,11878.3095703125,12079.8095703125,6339580000
1,12112.1103515625,12174.990234375,12081.509765625,12152.2197265625,4448640000
1,12220.3701171875,12306.7099609375,12214.4501953125,12258.2099609375,3401830000
1,12278.7802734375,12299.6103515625,12090.9296875,12268.3203125,7760390000
1,12387.6201171875,12510.01953125,12338.3603515625,12455.330078125,6512420000
1,12390.580078125,12472.25,12318.26953125,12456.41015625,5194960000
1,12469.16015625,12538.919921875,12445.3603515625,12467.1298828125,5209980000
1,12479.91015625,12531.2099609375,12450.509765625,12528.48046875,5086900000
1,12523.5703125,12610.0,12523.1201171875,12596.4697265625,4771820000
1,12574.83984375,12651.349609375,12504.9697265625,12635.7197265625,4809480000
1,12626.9697265625,12643.240234375,12311.2998046875,12364.6396484375,5168450000
1,12268.4697265625,12447.849609375,12226.1298828125,12401.740234375,4518580000
1,12327.0703125,12378.6103515625,12236.7998046875,12375.41015625,4292680000
1,12427.8603515625,12544.3095703125,12426.25,12462.2099609375,4491930000
1,12565.2802734375,12596.83984375,12467.5703125,12595.919921875,4423650000
1,12607.8701171875,12698.1103515625,12568.7099609375,12668.16015625,4592700000
1,12741.6396484375,12760.9697265625,12685.98046875,12752.0595703125,5029830000
1,12786.919921875,12793.4697265625,12611.2197265625,12738.1796875,7125800000
